Tournament/Split,League,Date,Game,Map,Team 1,Team 2,T1A1,T1A1P,T1A2,T1A2P,T1A3,T1A3P,T1A4,T1A4P,T1A5,T1A5P,T2A1,T2A1P,T2A2,T2A2P,T2A3,T2A3P,T2A4,T2A4P,T2A5,T2A5P,Winner,Loser
Champions Tour 2025: China Kickoff LR2,China,"Jan 21, 2025",2,Bind,NOVA,DRG,Brimstone,Ezeir,Vyse,GuanG,Deadlock,CB,Skye,o0o0o,Raze,SWERL,Brimstone,Flex1n,Vyse,vo0kashu,Deadlock,SpiritZ1,KAY/O,Nicc,Raze,TvirusLuke,DRG,NOVA
Champions Tour 2025: China Kickoff LR2,China,"Jan 21, 2025",1,Pearl,JDG,XLG,Astra,jkuro,Killjoy,Z1yan,KAY/O,MrCANI,Fade,Babyblue,Jett,stew,Astra,happywei,Killjoy,Viva,KAY/O,YOU,Sova,coconut,Neon,Rarga,JDG,XLG
Champions Tour 2025: China Kickoff LR2,China,"Jan 21, 2025",2,Bind,JDG,XLG,Brimstone,jkuro,Vyse,Z1yan,KAY/O,MrCANI,Tejo,Babyblue,Raze,stew,Brimstone,coconut,Viper,happywei,Gekko,Viva,Skye,YOU,Raze,Rarga,XLG,JDG
Champions Tour 2025: China Kickoff LR2,China,"Jan 21, 2025",3,Haven,JDG,XLG,Omen,jkuro,Cypher,Z1yan,Breach,MrCANI,Sova,Babyblue,Neon,stew,Omen,happywei,Cypher,Viva,Breach,YOU,Sova,coconut,Neon,Rarga,XLG,JDG
Champions Tour 2025: China Kickoff LR3,China,"Jan 22, 2025",1,Abyss,FPX,DRG,Astra,BerLIN,Omen,Autumn,Viper,yosemite,Gekko,AAAAY,Yoru,Life,Astra,Flex1n,Omen,vo0kashu,KAY/O,Nicc,Sova,SpiritZ1,Jett,TvirusLuke,DRG,FPX
Champions Tour 2025: China Kickoff LR3,China,"Jan 22, 2025",2,Pearl,FPX,DRG,Astra,BerLIN,Cypher,Autumn,Viper,yosemite,Fade,AAAAY,Phoenix,Life,Astra,Flex1n,Cypher,vo0kashu,KAY/O,Nicc,Fade,SpiritZ1,Jett,TvirusLuke,FPX,DRG
Champions Tour 2025: China Kickoff LR3,China,"Jan 22, 2025",3,Haven,FPX,DRG,Omen,Autumn,Clove,yosemite,KAY/O,BerLIN,Tejo,AAAAY,Jett,Life,Omen,Flex1n,Cypher,vo0kashu,Breach,Nicc,Sova,SpiritZ1,Jett,TvirusLuke,DRG,FPX
Champions Tour 2025: China Kickoff LR3,China,"Jan 22, 2025",1,Lotus,EDG,XLG,Omen,CHICHOO,Clove,Smoggy,Breach,S1Mon,Sova,nobody,Neon,ZmjjKK,Omen,happywei,Cypher,Viva,Breach,YOU,Sova,coconut,Neon,Rarga,XLG,EDG
Champions Tour 2025: China Kickoff LR3,China,"Jan 22, 2025",2,Bind,EDG,XLG,Brimstone,Smoggy,Vyse,CHICHOO,KAY/O,S1Mon,Tejo,nobody,Raze,ZmjjKK,Brimstone,coconut,Viper,happywei,Gekko,Viva,Skye,YOU,Raze,Rarga,EDG,XLG
Champions Tour 2025: China Kickoff LR3,China,"Jan 22, 2025",3,Haven,EDG,XLG,Omen,Smoggy,Cypher,CHICHOO,Breach,S1Mon,Sova,nobody,Jett,ZmjjKK,Omen,happywei,Cypher,Viva,Breach,YOU,Sova,coconut,Neon,Rarga,EDG,XLG
Champions Tour 2025: EMEA Kickoff Quarters,EMEA,"Jan 22, 2025",1,Pearl,FUT,TL,Astra,AtaKaptan,Cypher,yetujey,Tejo,MrFaliN,Fade,qRaxs,Yoru,xeus,Astra,Keiko,Cypher,nAts,KAY/O,paTiTek,Sova,kamyk,Jett,kamo,FUT,TL
Champions Tour 2025: EMEA Kickoff Quarters,EMEA,"Jan 22, 2025",2,Fracture,FUT,TL,Astra,AtaKaptan,Cypher,yetujey,KAY/O,qRaxs,Breach,MrFaliN,Raze,xeus,Brimstone,Keiko,Cypher,nAts,Gekko,kamo,Breach,paTiTek,Sage,kamyk,FUT,TL
Champions Tour 2025: EMEA Kickoff Quarters,EMEA,"Jan 22, 2025",1,Abyss,TH,M8,Astra,Wo0t,Cypher,benjyfishy,KAY/O,Boo,Sova,RieNs,Jett,MiniBoo,Astra,K4DAVRA,Omen,Zyppan,Jett,Click,Sova,RobbieBk,Yoru,Minny,M8,TH
Champions Tour 2025: EMEA Kickoff Quarters,EMEA,"Jan 22, 2025",2,Fracture,TH,M8,Astra,Boo,Cypher,benjyfishy,Tejo,Wo0t,Skye,RieNs,Raze,MiniBoo,Brimstone,Zyppan,Cypher,K4DAVRA,Fade,RobbieBk,Breach,Minny,Raze,Click,TH,M8
Champions Tour 2025: EMEA Kickoff Quarters,EMEA,"Jan 22, 2025",3,Pearl,TH,M8,Astra,Wo0t,Killjoy,benjyfishy,KAY/O,Boo,Tejo,RieNs,Jett,MiniBoo,Astra,K4DAVRA,Killjoy,Minny,KAY/O,Zyppan,Sova,RobbieBk,Jett,Click,TH,M8
Champions Tour 2025: China Kickoff Upper Finals,China,"Jan 23, 2025",1,Bind,BLG,TE,Brimstone,rushia,Cypher,Knight,Viper,Levius,Skye,nephh,Raze,whzy,Brimstone,LuoK1ng,Vyse,Kai,Deadlock,heybay,Fade,Biank,Raze,FengF,TE,BLG
Champions Tour 2025: China Kickoff Upper Finals,China,"Jan 23, 2025",2,Haven,BLG,TE,Omen,rushia,Killjoy,Levius,Viper,nephh,Sova,Knight,Neon,whzy,Omen,LuoK1ng,Killjoy,FengF,Breach,heybay,Sova,Biank,Neon,Kai,BLG,TE
Champions Tour 2025: China Kickoff Upper Finals,China,"Jan 23, 2025",3,Lotus,BLG,TE,Omen,rushia,Killjoy,Levius,Viper,nephh,Fade,Knight,Raze,whzy,Omen,LuoK1ng,Vyse,Kai,Viper,heybay,Fade,Biank,Raze,FengF,TE,BLG
Champions Tour 2025: China Kickoff LR4,China,"Jan 23, 2025",1,Haven,DRG,EDG,Omen,Flex1n,Cypher,vo0kashu,Breach,Nicc,Sova,SpiritZ1,Jett,TvirusLuke,Omen,Smoggy,Cypher,CHICHOO,Breach,S1Mon,Sova,nobody,Jett,ZmjjKK,EDG,DRG
Champions Tour 2025: China Kickoff LR4,China,"Jan 23, 2025",2,Pearl,DRG,EDG,Astra,Flex1n,Cypher,vo0kashu,KAY/O,Nicc,Fade,SpiritZ1,Jett,TvirusLuke,Astra,Smoggy,Cypher,CHICHOO,KAY/O,S1Mon,Sova,nobody,Neon,ZmjjKK,EDG,DRG
Champions Tour 2025: EMEA Kickoff LR1,EMEA,"Jan 23, 2025",1,Bind,KC,GX,Astra,SUYGETSU,Vyse,Elite,Deadlock,saadhak,Gekko,avez,Yoru,marteen,Astra,tomaszy,Viper,westside,Gekko,runneR,Fade,Cloud,Raze,purp0,KC,GX
Champions Tour 2025: EMEA Kickoff LR1,EMEA,"Jan 23, 2025",2,Lotus,KC,GX,Omen,SUYGETSU,Vyse,Elite,Harbor,saadhak,Fade,avez,Yoru,marteen,Omen,tomaszy,Vyse,runneR,Viper,westside,Fade,Cloud,Raze,purp0,GX,KC
Champions Tour 2025: EMEA Kickoff LR1,EMEA,"Jan 23, 2025",3,Fracture,KC,GX,Astra,SUYGETSU,Cypher,Elite,Tejo,avez,Breach,saadhak,Yoru,marteen,Brimstone,tomaszy,Killjoy,westside,Fade,Cloud,Breach,runneR,Raze,purp0,GX,KC
Champions Tour 2025: EMEA Kickoff LR1,EMEA,"Jan 23, 2025",1,Pearl,FNC,NAVI,Astra,Boaster,Killjoy,Chronicle,Tejo,Alfajer,Sova,crashies,Yoru,kaajak,Astra,Ruxic,Killjoy,hiro,KAY/O,Shao,Sova,ANGE1,Jett,koalanoob,FNC,NAVI
Champions Tour 2025: EMEA Kickoff LR1,EMEA,"Jan 23, 2025",2,Fracture,FNC,NAVI,Brimstone,Boaster,Chamber,Alfajer,Sova,crashies,Breach,Chronicle,Raze,kaajak,Brimstone,Ruxic,Cypher,hiro,Fade,ANGE1,Breach,Shao,Raze,koalanoob,NAVI,FNC
Champions Tour 2025: EMEA Kickoff LR1,EMEA,"Jan 23, 2025",3,Haven,FNC,NAVI,Omen,Boaster,Cypher,Chronicle,Iso,Alfajer,Sova,crashies,Yoru,kaajak,Omen,Ruxic,Cypher,hiro,Breach,Shao,Sova,ANGE1,Yoru,koalanoob,FNC,NAVI
Champions Tour 2025: Americas Kickoff LR1,Americas,"Jan 23, 2025",1,Abyss,FUR,EG,Omen,Khalil,Cypher,heat,KAY/O,raafa,Sova,mwzera,Jett,havoc,Omen,supamen,Vyse,NaturE,Astra,yay,Sova,Derrek,Jett,icy,EG,FUR
Champions Tour 2025: Americas Kickoff LR1,Americas,"Jan 23, 2025",2,Fracture,FUR,EG,Brimstone,Khalil,Cypher,heat,Sage,raafa,Breach,mwzera,Raze,havoc,Brimstone,supamen,Killjoy,yay,Tejo,Derrek,Breach,NaturE,Raze,icy,EG,FUR
Champions Tour 2025: Americas Kickoff LR1,Americas,"Jan 23, 2025",1,Lotus,C9,MIBR,Omen,v1c,Deadlock,neT,Breach,mitch,Tejo,Xeppaa,Raze,OXY,Omen,xenom,Vyse,cortezia,Viper,artzin,Fade,nzr,Raze,aspas,C9,MIBR
Champions Tour 2025: Americas Kickoff LR1,Americas,"Jan 23, 2025",2,Abyss,C9,MIBR,Omen,v1c,Astra,neT,KAY/O,mitch,Sova,Xeppaa,Jett,OXY,Astra,xenom,Cypher,cortezia,KAY/O,artzin,Sova,nzr,Jett,aspas,MIBR,C9
Champions Tour 2025: Americas Kickoff LR1,Americas,"Jan 23, 2025",3,Pearl,C9,MIBR,Astra,v1c,Cypher,neT,Tejo,mitch,Fade,Xeppaa,Yoru,OXY,Astra,xenom,Killjoy,cortezia,KAY/O,artzin,Sova,nzr,Jett,aspas,MIBR,C9
Champions Tour 2025: China Kickoff Lower Finals,China,"Jan 24, 2025",1,Pearl,BLG,EDG,Astra,rushia,Killjoy,Levius,KAY/O,nephh,Fade,Knight,Neon,whzy,Astra,Smoggy,Cypher,CHICHOO,KAY/O,S1Mon,Sova,nobody,Neon,ZmjjKK,EDG,BLG
Champions Tour 2025: China Kickoff Lower Finals,China,"Jan 24, 2025",2,Haven,BLG,EDG,Omen,rushia,Killjoy,Levius,Viper,nephh,Sova,Knight,Neon,whzy,Omen,Smoggy,Cypher,CHICHOO,Breach,S1Mon,Sova,nobody,Jett,ZmjjKK,EDG,BLG
Champions Tour 2025: China Kickoff Lower Finals,China,"Jan 24, 2025",3,Lotus,BLG,EDG,Omen,rushia,Killjoy,Levius,Viper,nephh,Fade,Knight,Raze,whzy,Omen,CHICHOO,Clove,Smoggy,Breach,S1Mon,Sova,nobody,Neon,ZmjjKK,EDG,BLG
Champions Tour 2025: EMEA Kickoff LR1,EMEA,"Jan 24, 2025",1,Abyss,TL,APK,Omen,Keiko,Cypher,nAts,KAY/O,paTiTek,Sova,kamyk,Jett,kamo,Astra,AvovA,Cypher,hype,KAY/O,MOLSI,Sova,batujnax,Jett,florescent,TL,APK
Champions Tour 2025: EMEA Kickoff LR1,EMEA,"Jan 24, 2025",2,Pearl,TL,APK,Astra,Keiko,Cypher,nAts,KAY/O,paTiTek,Sova,kamyk,Jett,kamo,Astra,AvovA,Killjoy,hype,Yoru,batujnax,Sova,MOLSI,Phoenix,florescent,APK,TL
Champions Tour 2025: EMEA Kickoff LR1,EMEA,"Jan 24, 2025",3,Haven,TL,APK,Omen,Keiko,Cypher,nAts,Breach,paTiTek,Tejo,kamyk,Jett,kamo,Omen,AvovA,Killjoy,hype,Breach,MOLSI,Sova,batujnax,Jett,florescent,TL,APK
Champions Tour 2025: EMEA Kickoff LR1,EMEA,"Jan 24, 2025",1,Haven,M8,KOI,Omen,K4DAVRA,Cypher,Minny,Breach,Zyppan,Sova,RobbieBk,Neon,Click,Omen,grubinho,Cypher,soulcas,Breach,flyuh,Tejo,sheydos,Jett,Filu,M8,KOI
Champions Tour 2025: EMEA Kickoff LR1,EMEA,"Jan 24, 2025",2,Lotus,M8,KOI,Omen,K4DAVRA,Cypher,Minny,Breach,Zyppan,Tejo,RobbieBk,Yoru,Click,Omen,grubinho,Cypher,flyuh,Vyse,soulcas,Tejo,sheydos,Yoru,Filu,KOI,M8
Champions Tour 2025: EMEA Kickoff LR1,EMEA,"Jan 24, 2025",3,Pearl,M8,KOI,Astra,K4DAVRA,Killjoy,Minny,KAY/O,Zyppan,Sova,RobbieBk,Jett,Click,Omen,grubinho,Killjoy,flyuh,Vyse,soulcas,Tejo,sheydos,Yoru,Filu,M8,KOI
Champions Tour 2025: Americas Kickoff LR1,Americas,"Jan 24, 2025",1,Abyss,KRU,2G,Astra,Melser,Viper,Shyy,KAY/O,Mazino,Sova,adverso,Jett,keznit,Omen,Zap,Astra,lz,Jett,gobera,Sova,pryze,Yoru,silentzz,KRU,2G
Champions Tour 2025: Americas Kickoff LR1,Americas,"Jan 24, 2025",2,Split,KRU,2G,Omen,Melser,Cypher,Shyy,Viper,adverso,Skye,Mazino,Raze,keznit,Omen,gobera,Viper,pryze,Breach,Zap,Tejo,lz,Yoru,silentzz,KRU,2G
Champions Tour 2025: Americas Kickoff LR1,Americas,"Jan 24, 2025",1,Lotus,100T,NRG,Omen,zander,Clove,Cryo,Breach,Boostio,Fade,eeiu,Neon,Asuna,Omen,s0m,Vyse,Verno,Breach,FNS,Tejo,Ethan,Raze,mada,100T,NRG
Champions Tour 2025: Americas Kickoff LR1,Americas,"Jan 24, 2025",2,Pearl,100T,NRG,Astra,zander,Vyse,Boostio,KAY/O,Asuna,Fade,eeiu,Jett,Cryo,Astra,s0m,Vyse,Verno,Breach,FNS,Tejo,Ethan,Jett,mada,NRG,100T
Champions Tour 2025: Americas Kickoff LR1,Americas,"Jan 24, 2025",3,Bind,100T,NRG,Brimstone,Cryo,Viper,zander,Gekko,Boostio,Fade,eeiu,Raze,Asuna,Brimstone,s0m,Viper,FNS,KAY/O,Ethan,Fade,Verno,Raze,mada,NRG,100T
Champions Tour 2025: Pacific Kickoff Quarters,Pacific,"Jan 25, 2025",1,Split,TLN,GE,Astra,JitBoyS,Breach,Crws,Yoru,ban,Tejo,primmie,Raze,Governor,Astra,Papi,Cypher,Deryeon,Deadlock,kellyS,Fade,Kr1stal,Raze,UdoTan,GE,TLN
Champions Tour 2025: Pacific Kickoff Quarters,Pacific,"Jan 25, 2025",2,Abyss,TLN,GE,Astra,JitBoyS,Deadlock,primmie,Viper,ban,Sova,Crws,Neon,Governor,Astra,Papi,Chamber,Deryeon,Breach,kellyS,Sova,Kr1stal,Jett,UdoTan,TLN,GE
Champions Tour 2025: Pacific Kickoff Quarters,Pacific,"Jan 25, 2025",3,Lotus,TLN,GE,Omen,JitBoyS,Deadlock,bang,Clove,primmie,Fade,Crws,Raze,Governor,Astra,Papi,Vyse,kellyS,Deadlock,UdoTan,Tejo,Kr1stal,Chamber,Deryeon,TLN,GE
Champions Tour 2025: China Kickoff Grand Finals,China,"Jan 25, 2025",1,Lotus,TE,EDG,Omen,LuoK1ng,Vyse,Kai,Viper,heybay,Fade,Biank,Raze,FengF,Omen,CHICHOO,Clove,Smoggy,Breach,S1Mon,Sova,nobody,Neon,ZmjjKK,TE,EDG
Champions Tour 2025: China Kickoff Grand Finals,China,"Jan 25, 2025",2,Bind,TE,EDG,Brimstone,LuoK1ng,Vyse,Kai,Deadlock,heybay,Fade,Biank,Raze,FengF,Brimstone,Smoggy,Vyse,CHICHOO,KAY/O,S1Mon,Tejo,nobody,Raze,ZmjjKK,EDG,TE
Champions Tour 2025: China Kickoff Grand Finals,China,"Jan 25, 2025",3,Abyss,TE,EDG,Astra,LuoK1ng,Cypher,FengF,KAY/O,heybay,Sova,Biank,Jett,Kai,Omen,Smoggy,Astra,CHICHOO,KAY/O,S1Mon,Sova,nobody,Jett,ZmjjKK,EDG,TE
Champions Tour 2025: China Kickoff Grand Finals,China,"Jan 25, 2025",4,Fracture,TE,EDG,Brimstone,LuoK1ng,Vyse,FengF,Sova,Biank,Breach,heybay,Neon,Kai,Brimstone,Smoggy,Killjoy,CHICHOO,Fade,nobody,Breach,S1Mon,Neon,ZmjjKK,EDG,TE
Champions Tour 2025: Pacific Kickoff Quarters,Pacific,"Jan 25, 2025",1,Fracture,GEN,RRQ,Brimstone,Karon,Killjoy,Foxy9,Sova,yoman,Breach,Munchkin,Raze,t3xture,Brimstone,Jemkin,Killjoy,xffero,Sova,Kushy,Breach,Estrella,Neon,Monyet,RRQ,GEN
Champions Tour 2025: Pacific Kickoff Quarters,Pacific,"Jan 25, 2025",2,Lotus,GEN,RRQ,Omen,Karon,Killjoy,Foxy9,Viper,Munchkin,Fade,yoman,Raze,t3xture,Omen,Monyet,Vyse,xffero,Viper,Estrella,Fade,Kushy,Raze,Jemkin,GEN,RRQ
Champions Tour 2025: Pacific Kickoff Quarters,Pacific,"Jan 25, 2025",3,Haven,GEN,RRQ,Omen,Karon,Killjoy,Foxy9,Viper,Munchkin,Sova,yoman,Neon,t3xture,Omen,Monyet,Killjoy,xffero,Breach,Estrella,Sova,Kushy,Jett,Jemkin,GEN,RRQ
Champions Tour 2025: Pacific Kickoff LR1,Pacific,"Jan 26, 2025",1,Pearl,NS,BME,Astra,Persia,Killjoy,margaret,Vyse,Ivy,Sova,Francis,Neon,Dambi,Astra,dos9,Killjoy,BerserX,KAY/O,Shiro,Fade,NcSlasher,Neon,Famouz,NS,BME
Champions Tour 2025: Pacific Kickoff LR1,Pacific,"Jan 26, 2025",2,Bind,NS,BME,Brimstone,Persia,Vyse,margaret,Deadlock,Ivy,Fade,Francis,Raze,Dambi,Brimstone,dos9,Vyse,BerserX,KAY/O,Shiro,Fade,NcSlasher,Raze,Famouz,BME,NS
Champions Tour 2025: Pacific Kickoff LR1,Pacific,"Jan 26, 2025",3,Lotus,NS,BME,Omen,Persia,Vyse,margaret,Viper,Ivy,Fade,Francis,Neon,Dambi,Omen,dos9,Killjoy,BerserX,Viper,Shiro,Fade,NcSlasher,Raze,Famouz,NS,BME
Champions Tour 2025: Pacific Kickoff LR1,Pacific,"Jan 26, 2025",1,Lotus,PRX,ZETA,Omen,mindfreak,Vyse,f0rsakeN,Jett,something,Skye,d4v41,Raze,Jinggg,Omen,SugarZ3ro,Cypher,SyouTa,Breach,CLZ,Fade,Xdll,Neon,Dep,PRX,ZETA
Champions Tour 2025: Pacific Kickoff LR1,Pacific,"Jan 26, 2025",2,Fracture,PRX,ZETA,Brimstone,mindfreak,Killjoy,d4v41,Skye,f0rsakeN,Breach,something,Raze,Jinggg,Brimstone,SugarZ3ro,Chamber,SyouTa,Tejo,Xdll,Breach,CLZ,Neon,Dep,PRX,ZETA
Champions Tour 2025: Pacific Kickoff LR1,Pacific,"Jan 27, 2025",1,Lotus,RRQ,TS,Omen,Monyet,Vyse,xffero,Viper,Estrella,Fade,Kushy,Raze,Jemkin,Omen,2GE,Vyse,invy,Viper,Wild0reoo,Fade,JessieVash,Raze,Jremy,TS,RRQ
Champions Tour 2025: Pacific Kickoff LR1,Pacific,"Jan 27, 2025",2,Pearl,RRQ,TS,Astra,Estrella,Vyse,xffero,Jett,Jemkin,Sova,Kushy,Phoenix,Monyet,Astra,2GE,Killjoy,Wild0reoo,KAY/O,invy,Sova,JessieVash,Jett,Jremy,RRQ,TS
Champions Tour 2025: Pacific Kickoff LR1,Pacific,"Jan 27, 2025",3,Haven,RRQ,TS,Omen,Monyet,Killjoy,xffero,Breach,Estrella,Sova,Kushy,Jett,Jemkin,Omen,2GE,Killjoy,Wild0reoo,Breach,invy,Sova,JessieVash,Jett,Jremy,RRQ,TS
Champions Tour 2025: Pacific Kickoff LR1,Pacific,"Jan 27, 2025",1,Abyss,GE,DFM,Astra,Papi,Chamber,Deryeon,Breach,kellyS,Sova,Kr1stal,Jett,UdoTan,Omen,gyen,Astra,Jinboong,KAY/O,Akame,Sova,Art,Jett,Meiy,DFM,GE
Champions Tour 2025: Pacific Kickoff LR1,Pacific,"Jan 27, 2025",2,Split,GE,DFM,Astra,Papi,Cypher,Deryeon,Deadlock,kellyS,Fade,Kr1stal,Raze,UdoTan,Omen,gyen,Cypher,Jinboong,Vyse,Akame,Skye,Art,Raze,Meiy,DFM,GE
Champions Tour 2025: EMEA Kickoff Upper Semis,EMEA,"Jan 29, 2025",1,Pearl,BBL,TH,Astra,PROFEK,Vyse,vakk,Chamber,sociablEE,Sova,Jamppi,Yoru,LewN,Astra,Wo0t,Killjoy,benjyfishy,KAY/O,Boo,Tejo,RieNs,Jett,MiniBoo,TH,BBL
Champions Tour 2025: EMEA Kickoff Upper Semis,EMEA,"Jan 29, 2025",2,Lotus,BBL,TH,Omen,PROFEK,Cypher,vakk,Breach,Jamppi,Fade,sociablEE,Raze,LewN,Omen,Boo,Killjoy,benjyfishy,Astra,Wo0t,Fade,RieNs,Raze,MiniBoo,TH,BBL
Champions Tour 2025: EMEA Kickoff Upper Semis,EMEA,"Jan 29, 2025",1,Bind,FUT,VIT,Brimstone,AtaKaptan,Viper,yetujey,KAY/O,qRaxs,Tejo,MrFaliN,Raze,xeus,Brimstone,trexx,Viper,Less,Tejo,Sayf,Skye,Kicks,Raze,Derke,VIT,FUT
Champions Tour 2025: EMEA Kickoff Upper Semis,EMEA,"Jan 29, 2025",2,Split,FUT,VIT,Astra,AtaKaptan,Cypher,yetujey,Breach,MrFaliN,Fade,qRaxs,Raze,xeus,Omen,Sayf,Viper,Less,Breach,Kicks,Fade,trexx,Raze,Derke,VIT,FUT
Champions Tour 2025: EMEA Kickoff LR2,EMEA,"Jan 30, 2025",1,Abyss,M8,FNC,Omen,Zyppan,Astra,K4DAVRA,Jett,Click,Sova,RobbieBk,Yoru,Minny,Astra,Boaster,Breach,Chronicle,Jett,Alfajer,Sova,crashies,Yoru,kaajak,FNC,M8
Champions Tour 2025: EMEA Kickoff LR2,EMEA,"Jan 30, 2025",2,Fracture,M8,FNC,Brimstone,K4DAVRA,Cypher,Minny,Fade,RobbieBk,Breach,Zyppan,Raze,Click,Brimstone,Boaster,Chamber,Alfajer,Sova,crashies,Breach,Chronicle,Raze,kaajak,FNC,M8
Champions Tour 2025: EMEA Kickoff LR2,EMEA,"Jan 30, 2025",1,Fracture,GX,TL,Brimstone,tomaszy,Killjoy,westside,Fade,Cloud,Breach,runneR,Raze,purp0,Brimstone,Keiko,Cypher,nAts,Tejo,kamyk,Breach,paTiTek,Raze,kamo,TL,GX
Champions Tour 2025: EMEA Kickoff LR2,EMEA,"Jan 30, 2025",2,Split,GX,TL,Omen,tomaszy,Vyse,Cloud,Viper,westside,Skye,runneR,Raze,purp0,Astra,kamyk,Viper,nAts,Yoru,kamo,Fade,paTiTek,Raze,Keiko,TL,GX
Champions Tour 2025: Pacific Kickoff Upper Semis,Pacific,"Jan 31, 2025",1,Fracture,T1,TLN,Brimstone,Sylvan,Cypher,Meteor,Tejo,iZu,Breach,stax,Raze,BuZz,Brimstone,JitBoyS,Deadlock,ban,Tejo,primmie,Breach,Crws,Raze,Governor,T1,TLN
Champions Tour 2025: Pacific Kickoff Upper Semis,Pacific,"Jan 31, 2025",2,Bind,T1,TLN,Brimstone,Sylvan,Vyse,Meteor,KAY/O,stax,Gekko,iZu,Raze,BuZz,Astra,JitBoyS,Deadlock,primmie,Gekko,ban,Fade,Crws,Raze,Governor,TLN,T1
Champions Tour 2025: Pacific Kickoff Upper Semis,Pacific,"Jan 31, 2025",3,Haven,T1,TLN,Omen,Sylvan,Cypher,iZu,Iso,Meteor,Sova,stax,Yoru,BuZz,Omen,JitBoyS,Cypher,ban,Breach,Crws,Sova,Governor,Jett,primmie,T1,TLN
Champions Tour 2025: Pacific Kickoff Upper Semis,Pacific,"Jan 31, 2025",1,Abyss,GEN,DRX,Omen,Karon,Cypher,Foxy9,KAY/O,Munchkin,Sova,yoman,Jett,t3xture,Astra,MaKo,Cypher,Flashback,Tejo,freeing,Sova,BeYN,Jett,HYUNMIN,DRX,GEN
Champions Tour 2025: Pacific Kickoff Upper Semis,Pacific,"Jan 31, 2025",2,Bind,GEN,DRX,Brimstone,Karon,Viper,Munchkin,Gekko,Foxy9,Fade,yoman,Raze,t3xture,Brimstone,MaKo,Viper,Flashback,KAY/O,BeYN,Tejo,freeing,Raze,HYUNMIN,DRX,GEN
Champions Tour 2025: EMEA Kickoff LR3,EMEA,"Jan 31, 2025",1,Abyss,FUT,FNC,Astra,AtaKaptan,Vyse,yetujey,Fade,qRaxs,Sova,MrFaliN,Yoru,xeus,Astra,Boaster,Breach,Chronicle,Jett,Alfajer,Sova,crashies,Yoru,kaajak,FUT,FNC
Champions Tour 2025: EMEA Kickoff LR3,EMEA,"Jan 31, 2025",2,Fracture,FUT,FNC,Astra,AtaKaptan,Cypher,yetujey,KAY/O,qRaxs,Breach,MrFaliN,Neon,xeus,Brimstone,Boaster,Chamber,Alfajer,Sova,crashies,Breach,Chronicle,Raze,kaajak,FUT,FNC
Champions Tour 2025: EMEA Kickoff LR3,EMEA,"Jan 31, 2025",1,Bind,BBL,TL,Astra,PROFEK,Vyse,vakk,Sage,sociablEE,Tejo,Jamppi,Raze,LewN,Brimstone,Keiko,Viper,nAts,Gekko,kamyk,Skye,paTiTek,Raze,kamo,TL,BBL
Champions Tour 2025: EMEA Kickoff LR3,EMEA,"Jan 31, 2025",2,Pearl,BBL,TL,Astra,PROFEK,Vyse,vakk,Chamber,sociablEE,Sova,Jamppi,Yoru,LewN,Astra,Keiko,Vyse,nAts,Breach,paTiTek,Tejo,kamyk,Jett,kamo,BBL,TL
Champions Tour 2025: EMEA Kickoff LR3,EMEA,"Jan 31, 2025",3,Split,BBL,TL,Omen ,PROFEK,Astra,vakk,Yoru,LewN,Fade,Jamppi,Raze,sociablEE,Astra,kamyk,Viper,nAts,Yoru,kamo,Fade,paTiTek,Raze,Keiko,TL,BBL
Champions Tour 2025: Americas Kickoff Upper Semis,Americas,"Jan 31, 2025",1,Lotus,LOUD,SEN,Omen,pANcada,Cypher,tuyz,Breach,v1nny,Fade,cauanzin,Raze,dgzin,Omen,bang,Vyse,Zellsis,Breach,N4RRATE,Tejo,johnqt,Yoru,zekken,LOUD,SEN
Champions Tour 2025: Americas Kickoff Upper Semis,Americas,"Jan 31, 2025",2,Pearl,LOUD,SEN,Astra,pANcada,Cypher,tuyz,KAY/O,v1nny,Sova,cauanzin,Jett,dgzin,Astra,bang,Vyse,Zellsis,Tejo,johnqt,Fade,N4RRATE,Yoru,zekken,SEN,LOUD
Champions Tour 2025: Americas Kickoff Upper Semis,Americas,"Jan 31, 2025",3,Split,LOUD,SEN,Astra,pANcada,Cypher,tuyz,Breach,v1nny,Skye,cauanzin,Raze,dgzin,Omen,bang,Viper,Zellsis,Breach,N4RRATE,Tejo,johnqt,Yoru,zekken,SEN,LOUD
Champions Tour 2025: Americas Kickoff Upper Semis,Americas,"Jan 31, 2025",1,Pearl,G2,LEV,Astra,valyn,Vyse,JonahP,Chamber,leaf,Sova,trent,Yoru,jawgemo,Astra,kiNgg,Vyse,tex,Tejo,C0M,Fade,nataNk,Yoru,Demon1,G2,LEV
Champions Tour 2025: Americas Kickoff Upper Semis,Americas,"Jan 31, 2025",2,Fracture,G2,LEV,Brimstone,valyn,Vyse,leaf,Tejo,trent,Breach,JonahP,Raze,jawgemo,Brimstone,Demon1,Killjoy,tex,Sova,C0M,Breach,kiNgg,Raze,nataNk,G2,LEV
Champions Tour 2025: Pacific Kickoff LR2,Pacific,"Feb 1, 2025",1,Fracture,NS,RRQ,Brimstone,Persia,Cypher,margaret,Tejo,Francis,Breach,Ivy,Raze,Dambi,Brimstone,Jemkin,Killjoy,xffero,Sova,Kushy,Breach,Estrella,Neon,Monyet,RRQ,NS
