Tournament/Split,League,Date,Game,Map,Team 1,Team 2,T1A1,T1A1P,T1A2,T1A2P,T1A3,T1A3P,T1A4,T1A4P,T1A5,T1A5P,T2A1,T2A1P,T2A2,T2A2P,T2A3,T2A3P,T2A4,T2A4P,T2A5,T2A5P,Winner,Loser
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 17, 2025",2,Corrode,RRQ,GE,Omen,Monyet,Vyse,Kushy,Viper,xffero,Fade,crazyguy,Yoru,Jemkin,Astra,Papi,Sage,yoman,Iso,ban,Fade,Kr1stal,Raze,UdoTan,GE,RRQ
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 17, 2025",1,Haven,ZETA,DFM,Omen,SugarZ3ro,Killjoy,CLZ,Viper,Dep,Sova,Xdll,Neon,TenTen,Omen,gyen,Cypher,Jinboong,Iso,Akame,Sova,SSeeS,Yoru,Meiy,DFM,ZETA
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 17, 2025",2,Lotus,ZETA,DFM,Omen,SugarZ3ro,Vyse,CLZ,Viper,Dep,Fade,Xdll,Raze,TenTen,Omen,gyen,Vyse,Jinboong,Yoru,Meiy,Fade,SSeeS,Raze,Akame,ZETA,DFM
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 17, 2025",3,Icebox,ZETA,DFM,Viper,SugarZ3ro,Killjoy,Dep,Sage,Xdll,Sova,CLZ,Omen,TenTen,Viper,gyen,Killjoy,Jinboong,Harbor,Akame,Sova,SSeeS,Jett,Meiy,DFM,ZETA
VCT China Stage 2: Group Stage Week 2,China,"Jul 17, 2025",1,Haven,FPX,NOVA,Omen,yosemite,Cypher,Autumn,Breach,BerLIN,Sova,AAAAY,Waylay,Life,Omen,Ezeir,Killjoy,GuanG,Viper,monk,Sova,CB ,Neon,SWERL,NOVA,FPX
VCT China Stage 2: Group Stage Week 2,China,"Jul 17, 2025",2,Ascent,FPX,NOVA,Omen,BerLIN,Killjoy,yosemite,Phoenix,Autumn,Sova,AAAAY,Waylay,Life,Omen,Ezeir,Killjoy,GuanG,KAY/O,monk,Sova,CB,Raze,SWERL,FPX,NOVA
VCT China Stage 2: Group Stage Week 2,China,"Jul 17, 2025",3,Bind,FPX,NOVA,Brimstone,BerLIN,Vyse,yosemite,Deadlock,Autumn,Skye,AAAAY,Raze,Life,Brimstone,Ezeir,Viper,monk,Vyse,GuanG,Fade,CB,Raze,SWERL,FPX,NOVA
VCT EMEA Stage 2: Group Stage Week 1,EMEA,"Jul 17, 2025",1,Bind,FUT,M8,Omen,cNed,Viper,yetujey,KAY/O,qRaxs,Fade,MrFaliN,Raze,xeus,Astra,Proxh,Viper,Minny,Gekko,kamyk,Fade,Veqaj,Waylay,ComeBack,M8,FUT
VCT EMEA Stage 2: Group Stage Week 1,EMEA,"Jul 17, 2025",2,Sunset,FUT,M8,Omen,cNed,Cypher,yetujey,KAY/O,qRaxs,Fade,MrFaliN,Raze,xeus,Omen,Proxh,Cypher,Minny,Breach,kamyk,Sova,Veqaj,Neon,ComeBack,FUT,M8
VCT EMEA Stage 2: Group Stage Week 1,EMEA,"Jul 17, 2025",3,Lotus,FUT,M8,Omen,MrFaliN,Cypher,yetujey,Yoru,cNed,Fade,qRaxs,Raze,xeus,Omen,Proxh,Viper,Minny,Breach,kamyk,Sova,Veqaj,Neon,ComeBack,FUT,M8
VCT EMEA Stage 2: Group Stage Week 1,EMEA,"Jul 17, 2025",1,Bind,TL,KOI,Brimstone,Keiko,Viper,nAts,Gekko,trexx,Skye,paTiTek,Raze,kamo,Brimstone,baddyG,Viper,MONSTEERR,Gekko,nataNk,Fade,flyuh,Raze,Filu,TL,KOI
VCT EMEA Stage 2: Group Stage Week 1,EMEA,"Jul 17, 2025",2,Icebox,TL,KOI,Viper,nAts,Killjoy,Keiko,KAY/O,trexx,Gekko,paTiTek,Jett,kamo,Viper,MONSTEERR,Killjoy,nataNk,Omen,baddyG,Sova,flyuh,Sage,Filu,KOI,TL
VCT EMEA Stage 2: Group Stage Week 1,EMEA,"Jul 17, 2025",3,Lotus,TL,KOI,Omen,paTiTek,Vyse,nAts,Yoru,kamo,Fade,trexx,Raze,Keiko,Omen,baddyG,Vyse,nataNk,Viper,MONSTEERR,Fade,flyuh,Raze,Filu,TL,KOI
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 18, 2025",1,Icebox,DRX,NS,Viper,MaKo,Killjoy,Flashback,Sage,Estrella,Sova,freeing,Jett,HYUNMIN,Viper,Persia,Killjoy,Ivy,Harbor,Francis,Sova,Rb,Jett,Dambi,DRX,NS
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 18, 2025",2,Bind,DRX,NS,Brimstone,MaKo,Viper,Flashback,Gekko,Estrella,Skye,freeing,Waylay,HYUNMIN,Astra,Persia,Viper,Francis,Deadlock,Ivy,KAY/O,Rb,Raze,Dambi,NS,DRX
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 18, 2025",3,Lotus,DRX,NS,Omen,MaKo,Vyse,Flashback,Viper,Estrella,Fade,freeing,Raze,HYUNMIN,Omen,Persia,Deadlock,Ivy,Viper,Francis,Fade,Rb,Neon,Dambi,DRX,NS
VCT China Stage 2: Group Stage Week 2,China,"Jul 18, 2025",1,Bind,AG,WOL,Brimstone,deLb,Viper,HanChe,Yoru,Spitfires,Fade,Shr1mp,Raze,K1ra,Brimstone,Spring,Cypher,Lysoar,Waylay,Juicy,Fade,SiuFatBB,Raze,Yuicaw,AG,WOL
VCT China Stage 2: Group Stage Week 2,China,"Jul 18, 2025",2,Corrode,AG,WOL,Omen,K1ra,Deadlock,deLb,Viper,HanChe,Sova,Shr1mp,Neon,Spitfires,Omen,Lysoar,Cypher,Yuicaw,Viper,Spring,Fade,SiuFatBB,Yoru,Juicy,AG,WOL
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 18, 2025",1,Ascent,BME,T1,Omen,dos9,Cypher,BerserX,Deadlock,NcSlasher,Sova,Shiro,Yoru,Famouz,Omen,DH,Vyse,Meteor,Chamber,BuZz,Sova,stax,Yoru,iZu,T1,BME
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 18, 2025",2,Corrode,BME,T1,Omen,dos9,Deadlock,BerserX,Viper,Shiro,Sova,NcSlasher,Neon,Famouz,Omen,DH,Astra,Meteor,Chamber,BuZz,Fade,stax,Yoru,iZu,T1,BME
VCT China Stage 2: Group Stage Week 2,China,"Jul 18, 2025",1,Sunset,JDG,BLG,Omen,jkuro,Deadlock,Z1yan,Viper,kklin,Sova,Babyblue,Neon,stew,Omen,rushia,Cypher,Levius,KAY/O,nephh,Sova,Knight,Neon,whzy,BLG,JDG
VCT China Stage 2: Group Stage Week 2,China,"Jul 18, 2025",2,Ascent,JDG,BLG,Omen,jkuro,Vyse,kklin,Chamber,Z1yan,Sova,Babyblue,Yoru,stew,Omen,rushia,Killjoy,Levius,KAY/O,nephh,Sova,Knight,Neon,whzy,JDG,BLG
VCT China Stage 2: Group Stage Week 2,China,"Jul 18, 2025",3,Icebox,JDG,BLG,Viper,jkuro,Killjoy,kklin,Omen,Z1yan,Sova,Babyblue,Jett,stew,Viper,nephh,Killjoy,Levius,Harbor,rushia,Sova,Knight,Jett,whzy,BLG,JDG
VCT EMEA Stage 2: Group Stage Week 1,EMEA,"Jul 18, 2025",1,Icebox,TH,BBL,Viper,Boo,Killjoy,benjyfishy,KAY/O,Wo0t,Sova,RieNs,Omen,MiniBoo,Viper,PROFEK,Killjoy,MAGNUM,Omen,sociablEE,Sova,Jamppi,Jett,LewN,BBL,TH
VCT EMEA Stage 2: Group Stage Week 1,EMEA,"Jul 18, 2025",2,Haven,TH,BBL,Omen,Boo,Cypher,benjyfishy,Iso,Wo0t,Sova,RieNs,Yoru,MiniBoo,Omen,PROFEK,Cypher,MAGNUM,Breach,Jamppi,Sova,sociablEE,Jett,LewN,TH,BBL
VCT EMEA Stage 2: Group Stage Week 1,EMEA,"Jul 18, 2025",3,Sunset,TH,BBL,Omen,Boo,Vyse,benjyfishy,KAY/O,Wo0t,Sova,RieNs,Neon,MiniBoo,Omen,PROFEK,Deadlock,sociablEE,Viper,MAGNUM,Sova,Jamppi,Neon,LewN,TH,BBL
VCT EMEA Stage 2: Group Stage Week 1,EMEA,"Jul 18, 2025",1,Bind,FNC,KC,Astra,Boaster,Viper,Chronicle,Tejo,Alfajer,Fade,crashies,Raze,kaajak,Astra,SUYGETSU,Vyse,Elite,Deadlock,saadhak,Gekko,avez,Yoru,marteen,FNC,KC
VCT EMEA Stage 2: Group Stage Week 1,EMEA,"Jul 18, 2025",2,Lotus,FNC,KC,Omen,Boaster,Killjoy,Alfajer,Viper,Chronicle,Fade,crashies,Raze,kaajak,Omen,SUYGETSU,Cypher,Elite,Yoru,marteen,Fade,saadhak,Raze,avez,KC,FNC
VCT EMEA Stage 2: Group Stage Week 1,EMEA,"Jul 18, 2025",3,Icebox,FNC,KC,Viper,Boaster,Killjoy,Alfajer,Sage,Chronicle,Sova,crashies,Jett,kaajak,Viper,SUYGETSU,Killjoy,Elite,KAY/O,saadhak,Sova,avez,Omen,marteen,FNC,KC
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 18, 2025",1,Haven,C9,FUR,Omen,v1c,Killjoy,Xeppaa,Viper,neT,Skye,mitch,Jett,OXY,Omen,tuyz,Killjoy,Urango,Viper,heat,Sova,adverso,Neon,Palla,C9,FUR
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 18, 2025",2,Bind,C9,FUR,Brimstone,v1c,Viper,Xeppaa,Vyse,neT,Skye,mitch,Raze,OXY,Brimstone,tuyz,Viper,heat,Deadlock,adverso,Skye,Urango,Raze,Palla,C9,FUR
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 18, 2025",1,Bind,LEV,LOUD,Brimstone,Okeanos,Viper,kiNgg,Gekko,tex,Fade,C0M,Yoru,Sato,Brimstone,pANcada,Viper,lukxo,Gekko,cauanzin,Skye,RobbieBk,Raze,Virtyy,LEV,LOUD
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 18, 2025",2,Ascent,LEV,LOUD,Omen,kiNgg,Cypher,tex,KAY/O,Okeanos,Sova,C0M,Jett,Sato,Omen,tuyz,Killjoy,luxo,KAY/O,cauanzin,Sova,RobbieBk,Jett,Virtyy,LOUD,LEV
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 18, 2025",3,Icebox,LEV,LOUD,Viper,kiNgg,Killjoy,tex,Harbor,Okeanos,Sova,C0M,Jett,Sato,Viper,pANcada,Killjoy,RobbieBk,Omen,lukxo,Sova,cauanzin,Jett,Virtyy,LOUD,LEV
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 19, 2025",1,Bind,GE,TS,Brimstone,Papi,Viper,ban,Deadlock,Kr1stal,Skye,yoman,Raze,UdoTan,Brimstone,n1zzy,Viper,ZesBeeW,Gekko,invy,Skye,Wild0reoo,Raze,kellyS,TS,GE
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 19, 2025",2,Corrode,GE,TS,Astra,Papi,Sage,yoman,Iso,ban,Fade,Kr1stal,Raze,UdoTan,Omen,Wild0reoo,Deadlock,kellyS,Viper,n1zzy,Fade,invy,Neon,ZesBeeW,GE,TS
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 19, 2025",3,Lotus,GE,TS,Omen,Papi,Viper,ban,Tejo,Kr1stal,Fade,yoman,Neon,UdoTan,Omen,ZesBeeW,Killjoy,n1zzy,Viper,Wild0reoo,Fade,invy,Raze,kellyS,TS,GE
VCT China Stage 2: Group Stage Week 2,China,"Jul 19, 2025",1,Haven,TYL,TEC,Omen,sword9,Cypher,Ninebody,Iso,Scales,Sova,Yoyo,Yoru,slowly,Omen,Haodong,Cypher,Abo,Breach,Coco,Sova,lucas,Jett,TvirusLuke,TYL,TEC
VCT China Stage 2: Group Stage Week 2,China,"Jul 19, 2025",2,Lotus,TYL,TEC,Omen,slowly,Vyse,Ninebody,Viper,Scales,Fade,sword9,Raze,Yoyo,Omen,Haodong,Vyse,Abo,Viper,Coco,Fade,lucas,Raze,TvirusLuke,TYL,TEC
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 19, 2025",1,Lotus,PRX,DFM,Omen,f0rsakeN,Vyse,d4v41,Yoru,something,Fade,PatMen,Raze,Jinggg,Omen,gyen,Vyse,Jinboong,Yoru,Meiy,Fade,SSeeS,Raze,Akame,PRX,DFM
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 19, 2025",2,Haven,PRX,DFM,Omen,Jinggg,Vyse,d4v41,Yoru,something,Fade,PatMen,Waylay,f0rsakeN,Omen,gyen,Cypher,Jinboong,Iso,Akame,Sova,SSeeS,Yoru,Meiy,PRX,DFM
VCT China Stage 2: Group Stage Week 2,China,"Jul 19, 2025",1,Sunset,TE,EDG,Omen,LuoK1ng,Cypher,FengF,Deadlock,MarT1n,Sova,Biank,Neon,Kai,Omen,Smoggy,Cypher,CHICHOO,Breach,zjc,Fade,nobody,Neon,ZmjjKK,TE,EDG
VCT China Stage 2: Group Stage Week 2,China,"Jul 19, 2025",2,Bind,TE,EDG,Brimstone,LuoK1ng,Vyse,Kai,Deadlock,MarT1n,Fade,Biank,Raze,FengF,Brimstone,nobody,Viper,CHICHOO,Deadlock,Smoggy,Fade,zjc,Raze,ZmjjKK,EDG,TE
VCT China Stage 2: Group Stage Week 2,China,"Jul 19, 2025",3,Icebox,TE,EDG,Viper,FengF,Killjoy,MarT1n,Omen,LuoK1ng,Sova,Biank,Jett,Kai,Viper,Smoggy,Killjoy,CHICHOO,Omen,nobody,Sova,zjc,Jett,ZmjjKK,TE,EDG
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 19, 2025",1,Sunset,EG,2G,Omen,supamen,Cypher,icy,KAY/O,NaturE,Sova,Derrek,Jett,yay,Omen,lz,Cypher,silentzz,Breach,gobera,Sova,pryze,Neon,spike,2G,EG
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 19, 2025",2,Lotus,EG,2G,Clove,yay,Chamber,Derrek,Viper,supamen,Fade,NaturE,Raze,icy,Omen,lz,Cypher,silentzz,Breach,gobera,Fade,pryze,Neon,spike,EG,2G
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 19, 2025",3,Ascent,EG,2G,Omen,supamen,Cypher,icy,KAY/O,NaturE,Sova,Derrek,Jett,yay,Omen,lz,Cypher,gobera,KAY/O,spike,Sova,pryze,Jett,silentzz,EG,2G
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 19, 2025",1,Corrode,MIBR,KRU,Astra,xenom,Vyse,cortezia,Yoru,artzin,Fade,Verno,Raze,aspas,Omen,keznit,Vyse,Shyy,Viper,Mazino,Fade,Melser,Neon,dantedeu5,MIBR,KRU
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 19, 2025",2,Ascent,MIBR,KRU,Omen,xenom,Killjoy,cortezia,KAY/O,artzin,Sova,Verno,Jett,aspas,Omen,Melser,Cypher,Shyy,Yoru,keznit,Sova,Mazino,Jett,dantedeu5,KRU,MIBR
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 19, 2025",3,Haven,MIBR,KRU,Omen,xenom,Cypher,cortezia,Iso,artzin,Sova,Verno,Yoru,aspas,Omen,Melser,Cypher,Shyy,Iso,keznit,Sova,Mazino,Yoru,dantedeu5,KRU,MIBR
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 20, 2025",1,Icebox,TLN,ZETA,Viper,Crws,Killjoy,JitBoyS,Sage,primmie,Sova,Killua,Jett,thyy,Viper,SugarZ3ro,Killjoy,Dep,Omen,CLZ,Sova,Xdll,Jett,TenTen,TLN,ZETA
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 20, 2025",2,Bind,TLN,ZETA,Astra,JitBoyS,Deadlock,primmie,Gekko,Killua,Fade,Crws,Raze,thyy,Brimstone,SugarZ3ro,Vyse,Dep,Deadlock,CLZ,Skye,Xdll,Raze,TenTen,TLN,ZETA
VCT China Stage 2: Group Stage Week 2,China,"Jul 20, 2025",1,Lotus,DRG,AG,Omen,Flex1n,Cypher,vo0kashu,Yoru,SpiritZ1,Breach,Nicc,Neon,Akeman,Omen,deLb,Viper,HanChe,Yoru,Spitfires,Fade,Shr1mp,Raze,K1ra,AG,DRG
VCT China Stage 2: Group Stage Week 2,China,"Jul 20, 2025",2,Corrode,DRG,AG,Omen,Flex1n,Cypher,vo0kashu,Clove,Akeman,Gekko,Nicc,Yoru,SpiritZ1,Omen,K1ra,Deadlock,deLb,Viper,HanChe,Sova,Shr1mp,Neon,Spitfires,DRG,AG
VCT China Stage 2: Group Stage Week 2,China,"Jul 20, 2025",3,Sunset,DRG,AG,Omen,Flex1n,Cypher,vo0kashu,Clove,Akeman,Fade,Nicc,Yoru,SpiritZ1,Omen,K1ra,Deadlock,deLb,Viper,HanChe,Sova,Shr1mp,Neon,Spitfires,DRG,AG
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 20, 2025",1,Sunset,RRQ,GEN,Omen,Monyet,Cypher,xffero,Breach,crazyguy,Fade,Kushy,Waylay,Jemkin,Omen,Karon,Deadlock,Foxy9,Viper,Munchkin,Sova,Ash,Neon,t3xture,RRQ,GEN
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 20, 2025",2,Ascent,RRQ,GEN,Omen,Monyet,Cypher,xffero,Deadlock,Kushy,Sova,crazyguy,Yoru,Jemkin,Omen,Karon,Killjoy,Foxy9,KAY/O,Munchkin,Sova,Ash,Jett,t3xture,GEN,RRQ
VCT Pacific Stage 2: Group Stage Week 1,Pacific,"Jul 20, 2025",3,Haven,RRQ,GEN,Omen,crazyguy,Cypher,xffero,Yoru,Jemkin,Sova,Kushy,Neon,Monyet,Omen,Karon,Killjoy,Foxy9,Viper,Munchkin,Sova,Ash,Neon,t3xture,RRQ,GEN
VCT China Stage 2: Group Stage Week 2,China,"Jul 20, 2025",1,Haven,XLG,WOL,Omen,coconut,Killjoy,NoMan,Viper,happywei,Sova,Viva,Neon,Rarga,Omen,Lysoar,Killjoy,Yuicaw,Viper,Spring,Sova,SiuFatBB,Jett,Juicy,XLG,WOL
VCT China Stage 2: Group Stage Week 2,China,"Jul 20, 2025",2,Lotus,XLG,WOL,Omen,coconut,Viper,happywei,Yoru,Rarga,Fade,Viva,Raze,NoMan,Omen,Lysoar,Killjoy,Yuicaw,Viper,Spring,Fade,SiuFatBB,Raze,Juicy,XLG,WOL
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 20, 2025",1,Bind,100T,NRG,Brimstone,Kess,Viper,zander,Yoru,Cryo,Fade,eeiu,Raze,Asuna,Brimstone,s0m,Viper,skuba,KAY/O,Ethan,Fade,brawk,Raze,mada,100T,NRG
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 20, 2025",2,Sunset,100T,NRG,Omen,zander,Cypher,Kess,Yoru,Cryo,Sova,eeiu,Neon,Asuna,Omen,Ethan,Deadlock,s0m,Viper,skuba,Sova,brawk,Neon,mada,100T,NRG
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 20, 2025",1,Corrode,SEN,G2,Omen,bang,Vyse,Zellsis,Viper,johnqt,Fade,N4RRATE,Neon,zekken,Omen,valyn,Vyse,BABYBAY,Viper,JonahP,Sova,trent,Yoru,jawgemo,SEN,G2
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 20, 2025",2,Ascent,SEN,G2,Omen,bang,Cypher,johnqt,Deadlock,Zellsis,Sova,N4RRATE,Yoru,zekken,Omen,valyn,Vyse,JonahP,Chamber,BABYBAY,Sova,trent,Yoru,jawgemo,G2,SEN
VCT Americas Stage 2: Group Stage Week 1,Americas,"Jul 20, 2025",3,Lotus,SEN,G2,Omen,bang,Vyse,Zellsis,Viper,johnqt,Fade,N4RRATE,Raze,zekken,Omen,valyn,Viper,BABYBAY,Tejo,trent,Fade,JonahP,Yoru,jawgemo,SEN,G2
VCT China Stage 2: Group Stage Week 3,China,"Jul 23, 2025",1,Bind,TEC,BLG,Astra,Haodong,Viper,Abo,KAY/O,Coco,Fade,lucas,Raze,TvirusLuke,Brimstone,rushia,Viper,Levius,KAY/O,nephh,Fade,Knight,Raze,whzy,BLG,TEC
VCT China Stage 2: Group Stage Week 3,China,"Jul 23, 2025",2,Ascent,TEC,BLG,Omen,Haodong,Cypher,Abo,KAY/O,Coco,Sova,lucas,Jett,TvirusLuke,Omen,rushia,Killjoy,Levius,KAY/O,nephh,Sova,Knight,Neon,whzy,BLG,TEC
VCT EMEA Stage 2: Group Stage Week 2,EMEA,"Jul 23, 2025",1,Icebox,APK,KC,Viper,AvovA,Killjoy,OLIZERA,Omen,batujnax,Sova,MOLSI,Jett,penny,Viper,SUYGETSU,Killjoy,Elite,KAY/O,saadhak,Sova,avez,Omen,marteen,KC,APK
VCT EMEA Stage 2: Group Stage Week 2,EMEA,"Jul 23, 2025",2,Sunset,APK,KC,Omen,AvovA,Deadlock,batujnax,Viper,OLIZERA,Sova,MOLSI,Neon,penny,Omen,SUYGETSU,Cypher,Elite,Yoru,marteen,Sova,saadhak,Phoenix,avez,APK,KC
VCT EMEA Stage 2: Group Stage Week 2,EMEA,"Jul 23, 2025",3,Lotus,APK,KC,Omen,AvovA,Cypher,OLIZERA,Deadlock,batujnax,KAY/O,MOLSI,Raze,penny,Omen,SUYGETSU,Cypher,Elite,Yoru,marteen,Fade,saadhak,Raze,avez,KC,APK
VCT EMEA Stage 2: Group Stage Week 2,EMEA,"Jul 23, 2025",1,Icebox,GX,BBL,Viper,grubinho,Killjoy,westside,KAY/O,Flickless,Gekko,Cloud,Jett,ara,Viper,PROFEK,Killjoy,MAGNUM,Omen,sociablEE,Sova,Jamppi,Jett,LewN,GX,BBL
VCT EMEA Stage 2: Group Stage Week 2,EMEA,"Jul 23, 2025",2,Lotus,GX,BBL,Omen,grubinho,Cypher,westside,Viper,Flickless,Fade,Cloud,Raze,ara,Omen,PROFEK,Deadlock,MAGNUM,Chamber,sociablEE,Fade,Jamppi,Raze,LewN,BBL,GX
VCT EMEA Stage 2: Group Stage Week 2,EMEA,"Jul 23, 2025",3,Corrode,GX,BBL,Omen,grubinho,Cypher,westside,KAY/O,Flickless,Fade,Cloud,Neon,ara,Omen,sociablEE,Astra,PROFEK,Gekko,Jamppi,Fade,MAGNUM,Phoenix,LewN,GX,BBL
VCT China Stage 2: Group Stage Week 3,China,"Jul 24, 2025",1,Haven,FPX,DRG,Omen,BerLIN,Vyse,yosemite,Viper,Autumn,Sova,AAAAY,Neon,Life,Omen,Flex1n,Cypher,vo0kashu,Yoru,SpiritZ1,Breach,Nicc,Neon,Akeman,FPX,DRG
VCT China Stage 2: Group Stage Week 3,China,"Jul 24, 2025",2,Ascent,FPX,DRG,Omen,BerLIN,Killjoy,yosemite,Phoenix,Autumn,Sova,AAAAY,Waylay,Life,Omen,Flex1n,Vyse,vo0kashu,Clove,Akeman,Fade,Nicc,Yoru,SpiritZ1,DRG,FPX
VCT China Stage 2: Group Stage Week 3,China,"Jul 24, 2025",3,Sunset,FPX,DRG,Omen,BerLIN,Cypher,yosemite,Yoru,Autumn,Sova,AAAAY,Jett,Life,Omen,Flex1n,Cypher,vo0kashu,Clove,Akeman,Fade,Nicc,Yoru,SpiritZ1,FPX,DRG
VCT EMEA Stage 2: Group Stage Week 2,EMEA,"Jul 24, 2025",1,Corrode,TL,NAVI,Omen,Keiko,Viper,nAts,Gekko,paTiTek,Fade,trexx,Yoru,kamo,Omen,Ruxic,Cypher,hiro,KAY/O,ANGE1,Fade,Shao,Jett,alexiiik,TL,NAVI
VCT EMEA Stage 2: Group Stage Week 2,EMEA,"Jul 24, 2025",2,Sunset,TL,NAVI,Omen,paTiTek,Cypher,nAts,Yoru,kamo,Fade,trexx,Raze,Keiko,Omen,Ruxic,Cypher,hiro,KAY/O,ANGE1,Sova,Shao,Neon,alexiiik,TL,NAVI
VCT EMEA Stage 2: Group Stage Week 2,EMEA,"Jul 24, 2025",1,Corrode,M8,TH,Omen,Proxh,Vyse,Minny,Viper,kamyk,Fade,Veqaj,Neon,ComeBack,Omen,Boo,Viper,benjyfishy,Yoru,MiniBoo,Fade,RieNs,Waylay,Wo0t,TH,M8
VCT EMEA Stage 2: Group Stage Week 2,EMEA,"Jul 24, 2025",2,Ascent,M8,TH,Omen,Proxh,Killjoy,Minny,KAY/O,kamyk,Sova,Veqaj,Jett,ComeBack,Omen,Boo,Cypher,benjyfishy,Yoru,MiniBoo,Sova,RieNs,Jett,Wo0t,M8,TH
VCT EMEA Stage 2: Group Stage Week 2,EMEA,"Jul 24, 2025",3,Bind,M8,TH,Astra,Proxh,Viper,Minny,Gekko,kamyk,Fade,Veqaj,Waylay,ComeBack,Brimstone,Boo,Viper,benjyfishy,Gekko,RieNs,Fade,Wo0t,Raze,MiniBoo,TH,M8
VCT Pacific Stage 2: Group Stage Week 2,Pacific,"Jul 25, 2025",1,Icebox,GEN,GE,Viper,Munchkin,Killjoy,Foxy9,Omen,Karon,Sova,Ash,Jett,t3xture,Viper,Papi,Sage,yomean,Chamber,UdoTan,Sova,Kr1stal,Iso,ban,GE,GEN
VCT Pacific Stage 2: Group Stage Week 2,Pacific,"Jul 25, 2025",2,Haven,GEN,GE,Omen,Karon,Killjoy,Foxy9,Viper,Munchkin,Sova,Ash,Neon,t3xture,Omen,Papi,Cypher,ban,Deadlock,Kr1stal,Sova,yoman,Neon,UdoTan,GEN,GE
VCT Pacific Stage 2: Group Stage Week 2,Pacific,"Jul 25, 2025",3,Corrode,GEN,GE,Omen,Karon,Sage,Foxy9,Viper,Munchkin,Fade,Ash,Neon,t3xture,Astra,Papi,Sage,yoman,Iso,ban,Fade,Kr1stal,Raze,UdoTan,GEN,GE
VCT China Stage 2: Group Stage Week 3,China,"Jul 25, 2025",1,Haven,NOVA,AG,Omen,Ezeir,Killjoy,GuanG,Viper,o0o0o,Sova,CB,Neon,SWERL,Omen,deLb,Killjoy,HanChe,Viper,K1ra,Sova,Shr1mp,Neon,Spitfires,NOVA,AG
VCT China Stage 2: Group Stage Week 3,China,"Jul 25, 2025",2,Corrode,NOVA,AG,Omen,Ezeir,Vyse,GuanG,Viper,o0o0o,Fade,CB,Neon,SWERL,Omen,K1ra,Deadlock,deLb,Viper,HanChe,Sova,Shr1mp,Neon,Spitfires,AG,NOVA
VCT China Stage 2: Group Stage Week 3,China,"Jul 25, 2025",3,Lotus,NOVA,AG,Omen,Ezeir,Vyse,Guang,Waylay,CB,Fade,o0o0o,Raze,SWERL,Omen,deLb,Viper,HanChe,Yoru,Spitfires,Fade,Shr1mp,Raze,K1ra,AG,NOVA
VCT Pacific Stage 2: Group Stage Week 2,Pacific,"Jul 25, 2025",1,Sunset,TLN,DFM,Omen,Crws,Deadlock,primmie,Viper,JitBoyS,Sova,Killua,Neon,thyy,Omen,Akame,Deadlock,Jinboong,Viper,gyen,Sova,SSeeS,Neon,Meiy,DFM,TLN
VCT Pacific Stage 2: Group Stage Week 2,Pacific,"Jul 25, 2025",2,Corrode,TLN,DFM,Omen,Crws,Cypher,JitBoyS,Deadlock,primmie,Sova,Killua,Yoru,thyy,Omen,SSeeS,Viper,gyen,Yoru,Akame,Fade,Jinboong,Waylay,Meiy,TLN,DFM
VCT Pacific Stage 2: Group Stage Week 2,Pacific,"Jul 25, 2025",3,Icebox,TLN,DFM,Viper,Crws,Killjoy,JitboyS,Sage,primmie,Sova,Killua,Jett,thyy,Viper,gyen,Killjoy,Jinboong,Harbor,Akame,Sova,SSeeS,Jett,Meiy,DFM,TLN
